Date,Open,High,Low,Close,Adj Close,Volume
0,20.624666,0,0,0,0,0
0,20.835936,0,0,0,0,0
0,20.65653,0,0,0,0,0
0,20.52912,0,0,0,0,0
0,20.193003,0,0,0,0,0
0,19.964195,0,0,0,0,0
0,19.942116,0,0,0,0,0
0,20.1272,0,0,0,0,0
0,20.208557,0,0,0,0,0
0,20.156246,0,0,0,0,0
0,20.142143,0,0,0,0,0
0,20.149622,0,0,0,0,0
0,20.278233,0,0,0,0,0
0,20.492586,0,0,0,0,0
0,20.381865,0,0,0,0,0
0,20.234648,0,0,0,0,0
0,19.922167,0,0,0,0,0
0,19.672956,0,0,0,0,0
0,19.620523,0,0,0,0,0
0,19.782236,0,0,0,0,0
0,19.888157,0,0,0,0,0
0,19.846981,0,0,0,0,0
0,19.807014,0,0,0,0,0
0,19.803436,0,0,0,0,0
0,19.918661,0,0,0,0,0
0,20.133541,0,0,0,0,0
0,20.083605,0,0,0,0,0
0,19.93216,0,0,0,0,0
0,19.634836,0,0,0,0,0
0,19.37118,0,0,0,0,0
0,19.290152,0,0,0,0,0
0,19.4274,0,0,0,0,0
0,19.551807,0,0,0,0,0
0,19.526852,0,0,0,0,0
0,19.466372,0,0,0,0,0
0,19.445824,0,0,0,0,0
